Water_Temperature,Salinity,Dissolved_Oxygen,pH_Level,Chlorophyll_Concentration,Nutrient_Levels,Fishing_Pressure,Ocean_Current_Speed,Depth,Season_Summer,Season_Fall,Season_Winter,Fishery_Biomass
0.3778527941697215,-1.4067835519781737,0.9012405765897359,1.1094785427137575,-0.5240507890704504,-0.6790319105380188,-1.4195701866430257,1.3616866933880731,0.4331607029908632,0.0,1.0,0.0,50.63052214847738
-1.4019576896859725,1.5539723496156541,0.16483523459700267,-0.5126246560270689,-0.04297265566171238,0.11354022519295666,-1.1661050975099816,1.0414808303295007,1.1819368034510243,0.0,0.0,1.0,27.85062207546072
-0.13981439279480737,0.09450277437835823,1.518109842009051,-0.7379695621622074,-0.6781554660703693,0.7589685383051131,0.6375284546487654,-0.4845410401151303,-0.5269846886539313,1.0,0.0,0.0,37.91439628483936
-1.38021642218749,-1.6308177631728094,0.8669092780512814,0.9472363460939279,2.2292548630381437,-0.14354526564010428,-1.0189417902294038,1.7039874241593584,-1.3701972102394844,1.0,0.0,0.0,54.8858420132911
0.7665699541180873,-0.8997577604193825,-0.210189176857736,0.581671070611039,1.6342663419823278,-0.3461750307444192,-0.9635759554119789,-1.2760074658658656,0.9530522311126658,1.0,0.0,0.0,47.465627343646766
0.3479414903689788,-0.284478221428722,1.4795664471618644,-0.8879836977777896,1.950826174238559,-0.30738533258664846,1.2877127342769552,0.21858366637592946,-0.23791248025031952,0.0,0.0,1.0,45.2915556896421
-1.5345381107145029,1.570717662448234,-1.3579520298813805,1.3920970436838622,0.1520625830432289,-0.7414838699033636,-0.5842437725283253,0.19773110704349028,-1.6694875214074751,1.0,0.0,0.0,8.557815485606223
-1.1894888121282916,-1.6923436538598595,1.6392432847222331,-1.0221858993483832,0.6080389149945556,-0.051279952725659335,-0.2714287875801217,-0.7286591566640055,-0.3642970652272428,1.0,0.0,0.0,46.05253509865134
-1.1054861876291517,0.5472736023799876,0.704332184477247,-0.6330843019764181,-0.4498798321537665,-1.0113164926159506,-0.16717206385571456,1.5131586028285928,0.44052769976833406,0.0,0.0,0.0,29.334027409784174
-0.1980770989034053,-1.4456924395250983,-0.7806387610876867,0.6170282624561694,0.27126189198123524,-1.1934343991760865,1.4922700353807334,-0.7385145492434506,-0.0634266989986626,0.0,0.0,1.0,22.81268925282021
1.369989403150178,0.7115009743677174,-1.2595298303416513,0.00034117916453185726,1.6436305488229646,-0.5342022787757247,1.019844163753709,0.5289931198611906,1.7045428500902318,1.0,0.0,0.0,31.492404972583813
1.08360324952867,-0.7054567918597502,0.5916564495309324,-0.7332608996234732,1.707715988638936,-1.0223462737772362,0.2480046988059103,-0.4279809237496128,0.834978602111764,0.0,0.0,0.0,50.554801247636
1.6541795927846747,-0.4323843286727453,1.3260971627395841,1.210901257767927,-0.9580713686494152,0.547314472858597,1.623429400642013,-0.9014926453252156,1.6643495183739805,0.0,0.0,1.0,39.92878506383302
1.0732707585094126,-1.0322914433490562,-0.8341056132421092,-0.736399418964299,-0.7791101588426494,-1.0669225845983172,0.23252552390998005,1.2768458928047013,-0.6034151220043772,0.0,1.0,0.0,39.11814203190448
-0.40706229332669625,1.4671848162874257,-1.5550162688109241,0.3598698382475928,-0.7985213640924552,-0.6062578397926185,0.6386899540242733,-0.9852868762378506,-1.1922130053823026,1.0,0.0,0.0,7.842950841311027
1.4026470229428687,0.18411310733541594,-0.5508721382044254,-0.4042201237213348,-0.2691635989107431,-1.113501399073206,-1.0619922953192744,0.6765714901968808,0.11739707164241256,0.0,0.0,0.0,44.26620181031248
